2015-12-13 18:27:35,129 [main] INFO  o.red5.server.plugin.PluginLauncher - Loaded plugin: org.red5.net.websocket.WebSocketPlugin
2015-12-13 18:27:35,132 [main] INFO  o.r.n.websocket.WebSocketTransport - WebSocket will be bound to [0.0.0.0:8081]
2015-12-13 18:27:35,138 [Launcher:/vod] INFO  o.s.w.c.s.XmlWebApplicationContext - Refreshing Root WebApplicationContext: startup date [Sun Dec 13 18:27:35 CST 2015]; parent: org.springframework.context.support.FileSystemXmlApplicationContext@60df60da
2015-12-13 18:27:35,146 [Launcher:/chat] INFO  o.s.w.c.s.XmlWebApplicationContext - Refreshing Root WebApplicationContext: startup date [Sun Dec 13 18:27:35 CST 2015]; parent: org.springframework.context.support.FileSystemXmlApplicationContext@60df60da
2015-12-13 18:27:35,154 [Launcher:] INFO  o.s.w.c.s.XmlWebApplicationContext - Refreshing Root WebApplicationContext: startup date [Sun Dec 13 18:27:35 CST 2015]; parent: org.springframework.context.support.FileSystemXmlApplicationContext@60df60da
2015-12-13 18:27:35,155 [Launcher:/live] INFO  o.s.w.c.s.XmlWebApplicationContext - Refreshing Root WebApplicationContext: startup date [Sun Dec 13 18:27:35 CST 2015]; parent: org.springframework.context.support.FileSystemXmlApplicationContext@60df60da
2015-12-13 18:27:35,156 [Launcher:/chat] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from ServletContext resource [/WEB-INF/red5-web.xml]
2015-12-13 18:27:35,157 [Launcher:] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from ServletContext resource [/WEB-INF/red5-web.xml]
2015-12-13 18:27:35,167 [Launcher:/vod] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from ServletContext resource [/WEB-INF/red5-web.xml]
2015-12-13 18:27:35,169 [Launcher:/live] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from ServletContext resource [/WEB-INF/red5-web.xml]
2015-12-13 18:27:35,169 [Launcher:/oflaDemo] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from ServletContext resource [/WEB-INF/red5-web.xml]
2015-12-13 18:27:35,251 [main] INFO  o.r.n.websocket.WebSocketTransport - started  websocket transport
2015-12-13 18:27:35,252 [Launcher:/installer] INFO  o.s.w.c.s.XmlWebApplicationContext - Refreshing Root WebApplicationContext: startup date [Sun Dec 13 18:27:35 CST 2015]; parent: org.springframework.context.support.FileSystemXmlApplicationContext@60df60da
2015-12-13 18:27:35,254 [Launcher:/installer] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from ServletContext resource [/WEB-INF/red5-web.xml]
